Celltype	Trait	zscore	logp
mDC	hct	-0.387681236237819	0.18650305761994
Mega	hct	-0.629457396636676	0.133431982262906
MEP	hct	0.418442328023121	0.471325091470888
Mono	hct	-0.0198595172988983	0.294202736130106
MPP	hct	0.65912161339439	0.593615105361775
NK	hct	-0.656102352647739	0.128356517996859
pDC	hct	-0.8011913325835	0.103204054826584
B	hgb	0.863500204827245	0.712352195568097
CD4	hgb	0.148207156709937	0.35547314055389
CD8	hgb	0.0669317525866217	0.324846963293757
CLP	hgb	-0.223187649010986	0.230397262756075
CMP	hgb	-0.599606169480843	0.139293369367731
Ery	hgb	0.685296317381026	0.608044833155075
GMP-A	hgb	0.585889441298575	0.554434859100045
GMP-B	hgb	0.631709868514295	0.578744571090722
GMP-C	hgb	0.826783277736583	0.689986896451377
HSC	hgb	-0.74988385953753	0.111630833372808
LMPP	hgb	-0.365636803183315	0.192003900289643
mDC	hgb	0.494617753476828	0.508029342586576
Mega	hgb	-0.588092109208038	0.141604322858942
MEP	hgb	-0.496652145483107	0.160972939795001
Mono	hgb	1.48781022949695	1.16494089132303
MPP	hgb	-0.828636955776049	0.0988987068553859
NK	hgb	-0.141926098810042	0.254588830451468
pDC	hgb	-0.0659814609238421	0.278763570757239
B	hlr	-2.47738053158751	0.00288351055563848
CD4	hlr	-1.23844214675459	0.0495261380268322
CD8	hlr	-1.37325197216653	0.0385015532836265
CLP	hlr	-1.21587255548992	0.0515952199168045
CMP	hlr	0.940909666707868	0.761012081341487
Ery	hlr	-1.00206042669459	0.0747690005098384
GMP-A	hlr	0.105665519629913	0.339206718312332
GMP-B	hlr	0.34213546400371	0.436371238234912
GMP-C	hlr	-0.207055232623568	0.235064599931602
HSC	hlr	1.06456997553603	0.843041319841704
LMPP	hlr	-0.786162807174753	0.105620823085485
mDC	hlr	1.4586691314833	1.14069295502152
Mega	hlr	2.73389860818353	2.50452980155649
MEP	hlr	1.76781858462603	1.41402498147813
Mono	hlr	0.773367933027928	0.658264183385698
MPP	hlr	0.868708527023885	0.715561847956434
NK	hlr	-1.58910053764661	0.025036677057699
pDC	hlr	-0.985701156173586	0.0768284860874722
B	irf	-0.72799466915242	0.115379308956444
CD4	irf	-0.951854885411448	0.0812282670952202
CD8	irf	-0.779210078030146	0.106753255482639
CLP	irf	-1.1239780947821	0.0607359875786773
CMP	irf	0.288485226482381	0.412864358033203
Ery	irf	3.29077334904386	3.30141069872157
GMP-A	irf	-1.09041510095263	0.0643744359827858
GMP-B	irf	-1.03688919069439	0.0705267914057367
GMP-C	irf	-1.0364155394996	0.0705832007608507
HSC	irf	-0.832486978921589	0.0983058299997783
LMPP	irf	-1.13322252609141	0.0597627129021111
mDC	irf	-0.772826509318686	0.107801029527736
Mega	irf	1.96492312552081	1.60709969934732
MEP	irf	1.94241892659788	1.58430560476625
Mono	irf	-1.05711433883232	0.0681505783303241
MPP	irf	-0.374176293084879	0.189859312199265
NK	irf	-0.873727593361259	0.092123048992969
pDC	irf	0.490507229667268	0.506002020213756
B	lymph	2.64258145423806	2.38575327698357
CD4	lymph	1.96794895027812	1.6101793178556
CD8	lymph	2.26501058729528	1.92973987166979
CLP	lymph	-0.92107487591938	0.0853954287569083
CMP	lymph	-1.82724645624191	0.0149470633994732
Ery	lymph	-0.567335359367308	0.14584169142943
GMP-A	lymph	0.153744102802698	0.357628724999111
GMP-B	lymph	1.48017493081905	1.15855740572842
GMP-C	lymph	0.550516001580321	0.536132752555198
HSC	lymph	-1.7788652529461	0.0166583425191378
LMPP	lymph	-1.39938705960124	0.0366128867893292
mDC	lymph	0.11618296082211	0.343179753336291
Mega	lymph	-0.310632672516312	0.206237505324212
MEP	lymph	-0.853967104596854	0.0950474195833381
Mono	lymph	0.217012969830555	0.382895693814541
MPP	lymph	-1.69273830784066	0.0201115361300659
NK	lymph	0.398438150068462	0.461987566634922
pDC	lymph	1.71237458932484	1.36237190461968
B	mch	-0.690020022183996	0.122105280806825
CD4	mch	-0.433825368832418	0.175358546723912
CD8	mch	-0.458152119003929	0.169681857440326
CLP	mch	-1.23545798337106	0.0497958702959873
CMP	mch	-0.120698475716644	0.261191651667794
Ery	mch	3.34403443620082	3.38421040616669
GMP-A	mch	-1.05018783542831	0.0689572368271647
GMP-B	mch	-0.722047016479883	0.116413954568397
GMP-C	mch	-0.660224744320768	0.127584281865821
HSC	mch	-0.84533281158888	0.0963471647899897
LMPP	mch	-1.31129970670127	0.0432930055052612
mDC	mch	-0.612325735794649	0.136773012225635
Mega	mch	1.58915550502089	1.25171392212636
MEP	mch	1.63141737884555	1.28902724755481
Mono	mch	-0.831514060256947	0.0984553973497691
MPP	mch	-0.424425723513997	0.177588471339163
NK	mch	-0.83840551576843	0.0973996825651035
pDC	mch	0.310594626295016	0.422445695622385
B	mchc	NA	NA
CD4	mchc	NA	NA
CD8	mchc	NA	NA
CLP	mchc	NA	NA
CMP	mchc	NA	NA
Ery	mchc	NA	NA
GMP-A	mchc	NA	NA
GMP-B	mchc	NA	NA
GMP-C	mchc	NA	NA
HSC	mchc	NA	NA
LMPP	mchc	NA	NA
mDC	mchc	NA	NA
Mega	mchc	NA	NA
MEP	mchc	NA	NA
Mono	mchc	NA	NA
MPP	mchc	NA	NA
NK	mchc	NA	NA
pDC	mchc	NA	NA
B	mcv	-0.51506102565306	0.156926256541705
CD4	mcv	-0.330308356426168	0.201061869257773
CD8	mcv	-0.172821684252551	0.245189933634361
CLP	mcv	-0.900629296733392	0.0882527513412735
CMP	mcv	-0.606264510634412	0.137969785210607
Ery	mcv	2.95714197933735	2.80896124910892
GMP-A	mcv	-1.19573164831884	0.0534989279443343
GMP-B	mcv	-1.04231961674473	0.0698825551746296
GMP-C	mcv	-0.654100354030705	0.1287327990278
HSC	mcv	-0.769583383072098	0.10833630450033
LMPP	mcv	-1.53130872487661	0.0281892940559434
mDC	mcv	-0.860014855226777	0.0941450093817664
Mega	mcv	2.44824373059869	2.14401315341296
MEP	mcv	1.34132487696808	1.04620408730589
Mono	mcv	-1.14942408363413	0.0580865476020963
MPP	mcv	-0.456414032149577	0.170082946680134
NK	mcv	-0.801763748939986	0.103112837614005
pDC	mcv	0.0171517308905708	0.307014106841715
B	mono	0.403212528269059	0.464204841322676
CD4	mono	0.655198421090724	0.591471722589466
CD8	mono	0.671515596964506	0.600419612673593
CLP	mono	0.364793555788111	0.446562708183016
CMP	mono	-0.76331636788785	0.109376341763719
Ery	mono	-0.770351379151662	0.108209366831448
GMP-A	mono	-0.252404281520986	0.222112515605737
GMP-B	mono	-0.551609544795694	0.149113681519401
GMP-C	mono	-0.183965436481392	0.241860752859968
HSC	mono	-0.549351127239674	0.149587975416384
LMPP	mono	-0.644821576826576	0.130487493332141
mDC	mono	0.552573572713329	0.537186295031325
Mega	mono	0.576022669093014	0.549289230171812
MEP	mono	-0.813347535134737	0.101279981286798
Mono	mono	0.031020395130427	0.31191257847885
MPP	mono	-0.0786817281936578	0.274613503500465
NK	mono	0.140581719779563	0.352519035982122
pDC	mono	-0.347035425135056	0.196735732486002
B	mpv	-1.01394386275762	0.0732999582434024
CD4	mpv	-1.31982171415409	0.0426069323214207
CD8	mpv	-1.2420330376998	0.0492031043724903
CLP	mpv	-1.21221305285143	0.0519370650368121
CMP	mpv	-1.37467869944135	0.0383964641041501
Ery	mpv	-0.410101041684193	0.181026229177151
GMP-A	mpv	0.19044789022809	0.372143701808065
GMP-B	mpv	0.67371163325845	0.601630543674859
GMP-C	mpv	0.91817256983068	0.746506279009637
HSC	mpv	-0.474585128360612	0.165923659923821
LMPP	mpv	-1.60970669987878	0.0239853646933105
mDC	mpv	-0.438158052018297	0.174337556144542
Mega	mpv	6.05208190550293	9.14573729103492
MEP	mpv	-0.322229759784235	0.203175513350014
Mono	mpv	-0.608814402721689	0.137465375192933
MPP	mpv	-0.517033839093198	0.156497051718032
NK	mpv	-0.468578171799847	0.167290330877486
pDC	mpv	0.650360860776224	0.588835740010236
B	mrv	-0.0558331969613278	0.282111027299994
CD4	mrv	0.409736769608007	0.467246223337274
CD8	mrv	0.863868396515043	0.712578791827627
CLP	mrv	-0.708889611798751	0.118727493029349
CMP	mrv	-1.28074282669653	0.0458260208234194
Ery	mrv	2.2384894184536	1.89981636762979
GMP-A	mrv	-1.23358885847995	0.0499654096536996
GMP-B	mrv	-1.26934443613808	0.0468006254532243
GMP-C	mrv	-0.919619060790801	0.0855965067217066
HSC	mrv	-1.36676426410911	0.0389823481097187
LMPP	mrv	-1.98786639464897	0.0102891653180977
mDC	mrv	-0.715751503725048	0.117516674276015
Mega	mrv	3.15866702923585	3.10102139441376
MEP	mrv	0.914675104223722	0.744290744636072
Mono	mrv	-0.909988011955751	0.0869359079316566
MPP	mrv	-1.15390229963628	0.0576298284622951
NK	mrv	-0.131181904657683	0.257915949641269
pDC	mrv	-0.225749920234476	0.229662058960554
B	mscv	-0.143594021664158	0.254075051098401
CD4	mscv	0.855344592585174	0.707344818554234
CD8	mscv	1.19474185139393	0.935190401783556
CLP	mscv	-0.665551923212393	0.1265914856478
CMP	mscv	-0.884429179406748	0.0905682270049419
Ery	mscv	2.91102296066639	2.7444289676845
GMP-A	mscv	-1.2668280817262	0.0470179924029766
GMP-B	mscv	-1.17302037824117	0.0557117264742038
GMP-C	mscv	-0.676487883805674	0.12457146032183
HSC	mscv	-1.0130412114088	0.0734107540341117
LMPP	mscv	-1.53671817758861	0.0278810510072401
mDC	mscv	-0.528784202163087	0.153958444137387
Mega	mscv	1.28017803998488	0.998953467234872
MEP	mscv	0.906704874810805	0.73925754341007
Mono	mscv	-0.728717259393524	0.115254079636369
MPP	mscv	-0.856053991340765	0.0947352859259476
NK	mscv	-0.0920759176781889	0.270283667218008
pDC	mscv	-0.0253631156182297	0.292329918331245
B	neut	0.442661980470828	0.482797339327852
CD4	neut	-0.446083342226872	0.172481155389068
CD8	neut	0.65618088106623	0.59200800208244
CLP	neut	-0.516812793715155	0.156545099466123
CMP	neut	-0.517364216739745	0.15642525899593
Ery	neut	-0.0234239946385894	0.292988833242635
GMP-A	neut	-0.698120250165177	0.120646602001627
GMP-B	neut	0.635384655555529	0.58072382360707
GMP-C	neut	0.0830465223371358	0.330769360155208
HSC	neut	-0.605678268322098	0.138085946826295
LMPP	neut	-0.673079197039282	0.125198495679009
mDC	neut	-0.525155307047619	0.154739201739663
Mega	neut	2.94501401306063	2.79190810582307
MEP	neut	0.360528162888541	0.444632116845641
Mono	neut	-0.635118253503534	0.132341421287969
MPP	neut	-0.861209201057068	0.0939675700122509
NK	neut	-0.657594276070329	0.12807663962163
pDC	neut	0.67959080472279	0.604880235548304
B	pct	-0.943789175702438	0.0823047953576526
CD4	pct	-0.9368864518992	0.0832347788569975
CD8	pct	-0.566314303541819	0.146052517167881
CLP	pct	-0.913893339196695	0.0863908687764837
CMP	pct	-0.652176031337761	0.129095253548714
Ery	pct	0.360934532751747	0.444815805817563
GMP-A	pct	-0.506258991866365	0.15885173531302
GMP-B	pct	-0.507044388066804	0.158679227873363
GMP-C	pct	-0.456097231585906	0.170156127368457
HSC	pct	0.699390732699188	0.615908462288274
LMPP	pct	-0.834101703552095	0.0980579781599394
mDC	pct	-0.874699777673588	0.0919809665870048
Mega	pct	5.14614265302976	6.87631614836067
MEP	pct	-0.130351622886813	0.258174325416514
Mono	pct	-1.30316816748431	0.0439558597160111
MPP	pct	1.128475087518	0.887530179898592
NK	pct	-0.110793531769683	0.264313322081438
pDC	pct	-0.394177476966124	0.184903965754671
B	pdw	-1.00780668871597	0.0740558240026469
CD4	pdw	-1.62710198295302	0.0231264867230677
CD8	pdw	-1.43277489983318	0.0343097400656583
CLP	pdw	-1.57232971704176	0.0259200771226929
CMP	pdw	0.356434041425855	0.442784306433128
Ery	pdw	2.33420833447904	2.00911050640931
GMP-A	pdw	-1.76676226308131	0.0171112528792866
GMP-B	pdw	-1.0930263738644	0.064085388810918
GMP-C	pdw	-1.34306304794715	0.0407800490204
HSC	pdw	-1.46451852931395	0.0322303290670538
LMPP	pdw	-1.85017980975022	0.0141891720628509
mDC	pdw	-1.39121356226531	0.0371953273374772
Mega	pdw	8.61573536980669	17.4590820558798
MEP	pdw	3.17775573046814	3.12953834006635
Mono	pdw	-1.17958491902303	0.0550648471663972
MPP	pdw	-1.25504931275063	0.0480461766093999
NK	pdw	-1.14091878926441	0.0589618084878687
pDC	pdw	-1.11779433535013	0.061393935208669
B	plt	-1.17901414509931	0.0551208557250577
CD4	plt	-0.692509903678437	0.121655511141844
CD8	plt	0.347805877729783	0.438906983068495
CLP	plt	-0.76865812781197	0.108489383647372
CMP	plt	-1.51491836208041	0.0291403359790309
Ery	plt	-0.118648819442161	0.261835493122194
GMP-A	plt	-1.52798708052842	0.0283799482430359
GMP-B	plt	-1.05268834299178	0.0686651764135801
GMP-C	plt	-0.891604243777067	0.0895370435976929
HSC	plt	0.0345250802470298	0.313158944338169
LMPP	plt	-2.08343831912404	0.00815644408431051
mDC	plt	-0.944685509977195	0.0821846231480175
Mega	plt	6.12036990279586	9.33087669304165
MEP	plt	-0.997868547511285	0.0752926034682625
Mono	plt	-1.17135930479181	0.0558763571116744
MPP	plt	0.0311242965965657	0.311949479418734
NK	plt	0.0503462558633866	0.31882822650894
pDC	plt	0.122019094457349	0.345398088690187
B	rbc	0.846805082572552	0.702125980233256
CD4	rbc	0.333442078288167	0.432502753367489
CD8	rbc	0.297519009016838	0.416761371654464
CLP	rbc	-0.183719684668286	0.241933824563722
CMP	rbc	-1.20924239878274	0.052215879430265
Ery	rbc	-0.0126147838203017	0.296680727180274
GMP-A	rbc	-0.61263801045336	0.136711563329878
GMP-B	rbc	-0.607569535621843	0.137711459287758
GMP-C	rbc	-0.919570614619358	0.0856032043665891
HSC	rbc	0.243306854220574	0.393743515186227
LMPP	rbc	-0.050840038259624	0.283768288459491
mDC	rbc	-0.592188821859412	0.140778862430322
Mega	rbc	1.85034430642452	1.49306264316565
MEP	rbc	-1.19293108763953	0.0537679749054782
Mono	rbc	-0.268737378745013	0.21757460091798
MPP	rbc	0.262588570592261	0.4018292641568
NK	rbc	0.497646100957522	0.509526362155061
pDC	rbc	-0.123672889659454	0.260259301280643
B	rdw_cv	-0.748433466637502	0.111876339406697
CD4	rdw_cv	-0.982846448611374	0.0771923133523145
CD8	rdw_cv	-1.03486435581174	0.0707681838395218
CLP	rdw_cv	-0.68069610898019	0.123800582349637
CMP	rdw_cv	1.31197187616896	1.02335289480966
Ery	rdw_cv	1.79956071022536	1.44411975634945
GMP-A	rdw_cv	2.82618771018583	2.62795698587279
GMP-B	rdw_cv	1.75519817511571	1.40216546765374
GMP-C	rdw_cv	1.22739493580762	0.959250964169885
HSC	rdw_cv	0.274989997055115	0.407088605207216
LMPP	rdw_cv	0.233872171500646	0.389827511401712
mDC	rdw_cv	-0.670858183974744	0.125608320021475
Mega	rdw_cv	0.107129642359342	0.339757901419646
MEP	rdw_cv	0.860540992261411	0.710532683439575
Mono	rdw_cv	-0.833103048364116	0.0982112105041306
MPP	rdw_cv	0.675132337800052	0.602414789821992
NK	rdw_cv	-0.725485801631362	0.115814903597351
pDC	rdw_cv	-0.680991600799922	0.123746587146793
B	ret	0.158419952825886	0.359456011128442
CD4	ret	-0.230535308678186	0.228293427760224
CD8	ret	-0.411623646998351	0.180658550962476
CLP	ret	-0.7076822594877	0.118941499468873
CMP	ret	-0.399941393817645	0.183493457958056
Ery	ret	-0.420872797758846	0.178436681160235
GMP-A	ret	-0.265651057817775	0.218426980981181
GMP-B	ret	1.00307287350658	0.801582525768606
GMP-C	ret	1.80853919163525	1.45270153967615
HSC	ret	-0.336869469009967	0.199356902963714
LMPP	ret	-0.513957397898052	0.157166737286039
mDC	ret	1.24965014636599	0.975868775460419
Mega	ret	2.29277353030248	1.96135904382106
MEP	ret	-0.0394901988899544	0.287560581290422
Mono	ret	0.262557901898076	0.401816315005679
MPP	ret	-0.581006391959264	0.14304047701362
NK	ret	-1.54731411498579	0.0272852736643418
pDC	ret	0.473367477772687	0.497606321744974
B	wbc	0.323051880278619	0.427909464284849
CD4	wbc	-0.947402880515084	0.0818211273539628
CD8	wbc	-0.300986634283083	0.208809423506001
CLP	wbc	0.777888009962019	0.660911413373754
CMP	wbc	-0.727309302809263	0.115498181438541
Ery	wbc	0.074951309992653	0.32778505918367
GMP-A	wbc	-0.356149993730243	0.194406800856618
GMP-B	wbc	0.165596510954648	0.362272927755712
GMP-C	wbc	0.127701130883159	0.347567264260695
HSC	wbc	0.554937244312134	0.538398249901879
LMPP	wbc	-0.658022933203064	0.127996309457913
mDC	wbc	0.230397461033983	0.388391952533159
Mega	wbc	1.18975539751601	0.93154966137057
MEP	wbc	-0.470355013313979	0.166885221984693
Mono	wbc	0.281501152217314	0.40986843254755
MPP	wbc	-0.140095800034419	0.255153467863737
NK	wbc	-0.361216377248394	0.193120866116466
pDC	wbc	0.481155936447484	0.501409881457477
