Celltype	Trait	zscore	logp
mDC	mch	-0.675292323454815	0.124791118984617
Mega	mch	1.12549821751886	0.885425755359479
MEP	mch	3.29760027960509	3.31195925377291
Mono	mch	-0.771700190291036	0.107986700948123
MPP	mch	-1.37646840130338	0.0382649660701211
NK	mch	-0.836613829238079	0.0976733234172724
pDC	mch	-0.973498180476501	0.0783930477574295
B	mchc	-0.662296325259655	0.127197526690485
CD4	mchc	-1.36887565706294	0.0388253480708991
CD8	mchc	-0.99088791336899	0.0761708335090997
CLP	mchc	-0.513797430840182	0.15720161652815
CMP	mchc	0.217589296591034	0.383131265443891
Ery	mchc	3.48298757250718	3.6056784675952
GMP-A	mchc	0.388947762808987	0.457601119691077
GMP-B	mchc	0.198963551796655	0.375567703454549
GMP-C	mchc	0.306986379761043	0.420871917134943
HSC	mchc	-1.39825013236792	0.0366934598116413
LMPP	mchc	-0.454889870945527	0.170435236828491
mDC	mchc	-0.279199996576792	0.214702683566226
Mega	mchc	0.358372425812951	0.443658520536318
MEP	mchc	3.5406320328915	3.69987225779529
Mono	mchc	-0.453208781037312	0.170824414434154
MPP	mchc	-1.34896691914234	0.0403261419485008
NK	mchc	-0.846741356192024	0.096134215460703
pDC	mchc	0.183229195510148	0.369257864710933
B	mcv	-0.571233451907013	0.145038882017931
CD4	mcv	-1.07296599256874	0.0663321415783326
CD8	mcv	-1.0479840977753	0.0692154345456568
CLP	mcv	-0.871337858982994	0.0924730142312049
CMP	mcv	-0.0606408975245721	0.280521708465563
Ery	mcv	6.77757176812979	11.2139145505738
GMP-A	mcv	-1.48446855612961	0.030976774842384
GMP-B	mcv	-1.58138816406428	0.0254397942709743
GMP-C	mcv	-1.41535397035628	0.035496351262619
HSC	mcv	-2.00715228037292	0.00982402528876062
LMPP	mcv	-1.9257323343066	0.0119179150063934
mDC	mcv	-1.20659032276506	0.0524657930705834
Mega	mcv	1.35676433070634	1.0583491968544
MEP	mcv	5.25268172262725	7.12522707430586
Mono	mcv	-1.11345516720684	0.0618589447533427
MPP	mcv	-1.97226494433967	0.0106791035511249
NK	mcv	-1.09873241705036	0.0634573051124161
pDC	mcv	-1.10210182098857	0.0630886901012451
B	mono	-2.08811511811636	0.00806267436873984
CD4	mono	-2.78842260711689	0.00115165468717781
CD8	mono	-3.23773447325028	0.000261704102931612
CLP	mono	1.53293058232129	1.20310332727532
CMP	mono	1.77543898395539	1.42121510284311
Ery	mono	0.320958309441123	0.426987922205039
GMP-A	mono	1.78450469939235	1.42979755509851
GMP-B	mono	1.32458631817395	1.03313489813975
GMP-C	mono	2.15272328547684	1.8049250124656
HSC	mono	5.1412864257939	6.86508422291681
LMPP	mono	5.12361190296351	6.82428874318
mDC	mono	0.180834092844084	0.368303742862766
Mega	mono	-2.62186821435685	0.00190309975423723
MEP	mono	0.777551233461317	0.660713940340855
Mono	mono	-1.22280328470026	0.0509526855054231
MPP	mono	4.46732673841749	5.40228774751785
NK	mono	-3.30306861480327	0.000207714052507747
pDC	mono	1.99922103694079	1.64221333955101
B	mpv	0.599156029746469	0.561403196810688
CD4	mpv	1.1645158126765	0.91325759099824
CD8	mpv	0.754656785590961	0.647378639654426
CLP	mpv	-0.429113597463087	0.176473788148207
CMP	mpv	-0.799128397930939	0.103533299459825
Ery	mpv	-0.176790669478187	0.244000519042685
GMP-A	mpv	-0.546511772380823	0.150185845679744
GMP-B	mpv	-0.566291578877614	0.146057211867484
GMP-C	mpv	-0.40482120513346	0.182305399323586
HSC	mpv	-0.246302573021605	0.223824942564953
LMPP	mpv	-0.472024506071361	0.166505239910089
mDC	mpv	0.244911885890382	0.394412345820197
Mega	mpv	-0.315705327407074	0.204894127298487
MEP	mpv	-0.610206467940819	0.137190578778044
Mono	mpv	0.558163267231738	0.540055267904864
MPP	mpv	-0.444472834446781	0.172857228257039
NK	mpv	0.445107062134785	0.483965718436689
pDC	mpv	-0.370967974517147	0.190663005949486
B	mrv	-1.22491162984364	0.0507584884272063
CD4	mrv	-2.3261898393145	0.00436665345588667
CD8	mrv	-1.89907392481781	0.0126812106502696
CLP	mrv	-0.710811974310735	0.118387344091688
CMP	mrv	0.981040148309263	0.787049795119253
Ery	mrv	7.65386037426734	14.0109195848479
GMP-A	mrv	-0.684312987722682	0.123140878530534
GMP-B	mrv	-1.04439256853547	0.0696378410466305
GMP-C	mrv	-1.08285701316909	0.0652167991670176
HSC	mrv	-1.02370274108735	0.0721103599476472
LMPP	mrv	-1.64014350565863	0.0224993895830945
mDC	mrv	-1.32849158108794	0.0419179211959649
Mega	mrv	0.027773570561087	0.310760977550962
MEP	mrv	6.04371105543581	9.12317868159911
Mono	mrv	-1.76406621997247	0.0172135359603303
MPP	mrv	-0.872768527909304	0.0922633780345904
NK	mrv	-1.22994737487289	0.0502970266886796
pDC	mrv	-1.1588901793727	0.0571244613411028
B	mscv	0.0773303153093421	0.328660150400183
CD4	mscv	-0.521501064355733	0.15552834284798
CD8	mscv	-0.629176788931024	0.133486214069609
CLP	mscv	-0.48213343656154	0.164217874450145
CMP	mscv	-0.0326370022524025	0.289867422998867
Ery	mscv	6.58314437681139	10.6377046767102
GMP-A	mscv	-1.12355874004139	0.0607804311107163
GMP-B	mscv	-1.30241998822826	0.0440172540910332
GMP-C	mscv	-1.35152324437485	0.0401308678992392
HSC	mscv	-0.995804355490013	0.0755514790000053
LMPP	mscv	-1.48115320180905	0.0311822959137239
mDC	mscv	-1.04391950630513	0.0696936277936778
Mega	mscv	0.339341352861979	0.435125362556071
MEP	mscv	4.03387739395731	4.5617429070656
Mono	mscv	-1.10240625196857	0.0630554678368567
MPP	mscv	-1.05593942191871	0.068286889004724
NK	mscv	-0.35499944819495	0.194699685595321
pDC	mscv	-0.876325071819869	0.0917438070576186
B	neut	-2.58053573551719	0.00214739578283838
CD4	neut	-2.89473541077598	0.000824809283908631
CD8	neut	-3.42732710975815	0.000132383212802282
CLP	neut	3.06894400020277	2.96896164308413
CMP	neut	1.95032290581721	1.59228927848201
Ery	neut	-1.47940410748489	0.0312911703614988
GMP-A	neut	2.03715765160459	1.68157929072602
GMP-B	neut	1.63906876097193	1.29585403164808
GMP-C	neut	2.52713905156511	2.24034740346168
HSC	neut	6.18464289407305	9.50693801478704
LMPP	neut	7.10515373300452	12.2211664358942
mDC	neut	0.314983725506256	0.424365378956803
Mega	neut	-2.85652103562526	0.000931064189983597
MEP	neut	-1.26377754031047	0.0472825808401965
Mono	neut	-1.23074457375171	0.0502242797344791
MPP	neut	5.3844607247645	7.439721649092
NK	neut	-3.15289887189269	0.000351177397094653
pDC	neut	2.70290188193572	2.46383920956662
B	pct	-1.06019808389048	0.067793817936814
CD4	pct	-1.01735480406429	0.0728824519957422
CD8	pct	-1.04138886078475	0.0699926490363967
CLP	pct	-0.504335372189956	0.159274826159667
CMP	pct	0.139438208001222	0.352077489378621
Ery	pct	1.8624526239865	1.50487685880925
GMP-A	pct	-0.177753963081915	0.243712457313966
GMP-B	pct	-0.462948854286549	0.168578512080121
GMP-C	pct	-0.768907229946331	0.108448154841732
HSC	pct	0.81080370000112	0.680395975589417
LMPP	pct	0.301120132442494	0.418321709984732
mDC	pct	-0.786749365126921	0.105525703459345
Mega	pct	1.04076447441486	0.826835779711231
MEP	pct	0.856329617869177	0.707948401939623
Mono	pct	0.0439325690592594	0.316521515357476
MPP	pct	0.866281779966489	0.714065204035172
NK	pct	-1.0791184930965	0.065636632375417
pDC	pct	-1.07523394542856	0.0660750953326839
B	pdw	-0.515154083377325	0.156905991570391
CD4	pdw	-0.29513971107129	0.210379510492264
CD8	pdw	-0.18781897240769	0.240716983254024
CLP	pdw	0.275049127101293	0.407113792396008
CMP	pdw	0.40448138495636	0.46479530326056
Ery	pdw	0.320451075677555	0.426764850241926
GMP-A	pdw	0.346241591204638	0.438206468354237
GMP-B	pdw	0.344236043834504	0.437309445781056
GMP-C	pdw	0.00650975661828786	0.303291598645515
HSC	pdw	-0.103833614691504	0.266522416433855
LMPP	pdw	-0.385735453483874	0.18698396255296
mDC	pdw	-0.0916188793695717	0.270430618126625
Mega	pdw	-0.398309475065143	0.183892018036145
MEP	pdw	-0.261662183853885	0.219532150560137
Mono	pdw	0.142229439716906	0.353155938840893
MPP	pdw	0.487462917212723	0.504504009298381
NK	pdw	0.295255854297963	0.41578277188839
pDC	pdw	-0.400632122509581	0.183324951062855
B	plt	-0.711943254779567	0.118187513047735
CD4	plt	-0.102417366039572	0.266973516058207
CD8	plt	0.633955652237736	0.579953633372389
CLP	plt	-0.0152903011638354	0.295763911601973
CMP	plt	-0.906007808844237	0.0874941020781377
Ery	plt	-0.224809667823262	0.229931656070189
GMP-A	plt	-0.0956640521711132	0.269131920146101
GMP-B	plt	-0.423329975466309	0.177849752921604
GMP-C	plt	-0.981134525785209	0.0774111318524674
HSC	plt	0.796661406470307	0.671979700852362
LMPP	plt	0.274514593683929	0.406886139344231
mDC	plt	-1.03503910521404	0.0707473256805059
Mega	plt	1.98438048390566	1.62696435125065
MEP	plt	-1.06954078563971	0.0667218264363379
Mono	plt	-0.678132324988813	0.124269800658309
MPP	plt	0.690271934416878	0.61081335908978
NK	plt	0.132864711768895	0.349546582633151
pDC	plt	-0.173261844871471	0.245057826188029
B	rbc	-0.315860311651308	0.204853182199891
CD4	rbc	-1.02640803569313	0.0717832522462074
CD8	rbc	-0.92557785701722	0.0847757663815603
CLP	rbc	-0.677104064142792	0.124458363026352
CMP	rbc	0.445200175356214	0.484010249538101
Ery	rbc	1.92961995588061	1.57142834130107
GMP-A	rbc	0.450860917789642	0.486722593485392
GMP-B	rbc	0.359713694872081	0.444264110498167
GMP-C	rbc	0.440661645608608	0.481842876141119
HSC	rbc	-1.08534362394953	0.0649387173697279
LMPP	rbc	-0.265416351472101	0.218491899409615
mDC	rbc	0.0242385932417047	0.309510518367011
Mega	rbc	-0.109269205311073	0.264796045095401
MEP	rbc	2.62069686979624	2.357781641915
Mono	rbc	-0.604944577852423	0.138231426650536
MPP	rbc	-1.13791602261212	0.0592732793007118
NK	rbc	-0.663262222731583	0.127017496535801
pDC	rbc	0.0591438681600869	0.322011146481074
B	rdw_cv	-1.08699000966589	0.0647551093637383
CD4	rdw_cv	-1.35732358730137	0.0396906063668001
CD8	rdw_cv	-1.26149619894795	0.047481226560955
CLP	rdw_cv	-0.717690728808816	0.117176169826357
CMP	rdw_cv	1.29790761385684	1.01251454239638
Ery	rdw_cv	6.67231369591326	10.8999714976877
GMP-A	rdw_cv	1.55371046349757	1.22093228445143
GMP-B	rdw_cv	0.484877665349884	0.503234193189776
GMP-C	rdw_cv	0.403831348664354	0.464492746649859
HSC	rdw_cv	-0.563102992341283	0.146717046305066
LMPP	rdw_cv	-0.770860333939208	0.108125306396322
mDC	rdw_cv	-0.884132010666908	0.0906111300800164
Mega	rdw_cv	-0.221296451012427	0.230940982589648
MEP	rdw_cv	4.20784207827412	4.88971181257332
Mono	rdw_cv	-0.925040525729258	0.0848495276394828
MPP	rdw_cv	-0.187056734921406	0.240942919336222
NK	rdw_cv	-1.06483284177776	0.0672603571183041
pDC	rdw_cv	-1.38918603671495	0.0373409597748306
B	ret	-0.959802752917329	0.0801780952833403
CD4	ret	-1.56770105104799	0.0261683551434509
CD8	ret	-1.37367131999013	0.0384706411494558
CLP	ret	-0.645491155616004	0.130360278585563
CMP	ret	1.07650021374106	0.851237590363688
Ery	ret	7.56249934671944	13.7039965097048
GMP-A	ret	-1.37247369931901	0.0385589765317163
GMP-B	ret	-1.39670751659185	0.0368030125795829
GMP-C	ret	-1.29222822499538	0.0448604221150892
HSC	ret	-2.02715987249884	0.00936063248538455
LMPP	ret	-2.04271919652683	0.00901334934785222
mDC	ret	-1.0484671014409	0.0691587798987473
Mega	ret	0.582925172279487	0.552885652982038
MEP	ret	5.47029159430651	7.64849768609696
Mono	ret	-1.15201581159621	0.0578218797886551
MPP	ret	-2.02981875610556	0.00930048548861648
NK	ret	-1.26218321950843	0.0474213350881343
pDC	ret	-0.734864846482718	0.114192785447886
B	wbc	-2.95374967839252	0.000682244475955938
CD4	wbc	-3.13356126226777	0.000375172821211767
CD8	wbc	-3.66615269825984	5.3470790763209e-05
CLP	wbc	3.60374732645761	3.80456809789578
CMP	wbc	1.82287075514471	1.4664632702893
Ery	wbc	-1.40815255351556	0.0359964720777693
GMP-A	wbc	2.08635320590395	1.73345504183986
GMP-B	wbc	1.7017626994081	1.35261770743522
GMP-C	wbc	2.65343163441309	2.39969206559976
HSC	wbc	6.15543409412193	9.42670982043958
LMPP	wbc	6.63739102617791	10.7968530549279
mDC	wbc	0.626716552949255	0.576062222481927
Mega	wbc	-2.33766396975663	0.00423424861226843
MEP	wbc	-1.21545147114604	0.0516344636858074
Mono	wbc	-1.15750562054259	0.057264392380443
MPP	wbc	5.28866466054052	7.21037507744326
NK	wbc	-3.4678585562808	0.000113935455491973
pDC	wbc	2.6995795948256	2.45950068229764
