Celltype	Trait	zscore	logp
B	neut	-0.722924063592314	0.116260949061046
CD4	neut	-0.0299152128830588	0.29078715977984
CD8	neut	-0.329819012140336	0.201189447933302
CLP	neut	-0.225474742700219	0.229740936953742
CMP	neut	0.300825869510001	0.418194060933771
Ery	neut	-0.954565470949331	0.0808689283971789
GMP-A	neut	0.436995501282096	0.480096824275657
GMP-B	neut	1.7191894510228	1.36865831733542
GMP-C	neut	2.00988833370235	1.65322654283887
HSC	neut	-0.0495125146516625	0.284210040985702
LMPP	neut	0.836648975868877	0.695951415411267
mDC	neut	0.510093539822538	0.515710177395101
Mega	neut	-0.213228198963709	0.233270833417264
MEP	neut	-0.365848977826778	0.191950404735873
Mono	neut	0.383370354680956	0.455036259824869
MPP	neut	0.714595833385465	0.624465486593284
NK	neut	-1.07437119189325	0.0661727867594001
pDC	neut	-0.241832627944197	0.225085364587169
B	pct	-1.16382219422419	0.0566281910695244
CD4	pct	-0.488554352396279	0.16277696369494
CD8	pct	-0.35689638448545	0.194216968089155
CLP	pct	0.0875715269364688	0.33244561457067
CMP	pct	0.040995346090161	0.315468984775103
Ery	pct	-0.635319465941203	0.132302779987281
GMP-A	pct	0.408348896379489	0.466598135204241
GMP-B	pct	0.095380932653998	0.33535226182624
GMP-C	pct	-0.389789047429694	0.185983115658553
HSC	pct	0.753102969588027	0.646479947778869
LMPP	pct	0.618741274336588	0.571794869924461
mDC	pct	-0.250824826679858	0.222554887640338
Mega	pct	1.26434066327747	0.986935609301244
MEP	pct	-0.385521339271803	0.187036936034284
Mono	pct	-0.422177989684993	0.17812474485913
MPP	pct	1.07299148859104	0.848821847086671
NK	pct	-0.419077418935312	0.17886641714906
pDC	pct	-0.412202503996291	0.180518910750485
B	pdw	0.130194266409134	0.348521979974467
CD4	pdw	-0.864342069130871	0.0935033419169135
CD8	pdw	-0.534955781097548	0.152637270151207
CLP	pdw	-0.324692532353501	0.202529485029761
CMP	pdw	-0.993875254893074	0.0757940338839269
Ery	pdw	5.07934835273595	6.72269834020502
GMP-A	pdw	0.423354178687383	0.473636894664693
GMP-B	pdw	-1.04551157770794	0.06950601795642
GMP-C	pdw	-0.450000259076403	0.171568991137833
HSC	pdw	0.802574268279611	0.675490324056977
LMPP	pdw	-1.06255382283548	0.0675222621197337
mDC	pdw	-0.453202445622358	0.170825882324324
Mega	pdw	-0.959151571194345	0.0802637423559542
MEP	pdw	0.871262707407778	0.717139251864309
Mono	pdw	0.165510722553229	0.362239165813099
MPP	pdw	-0.308447718724242	0.206818080315889
NK	pdw	-0.103138902160525	0.266743627577226
pDC	pdw	-0.975188422180739	0.078174885544267
B	plt	0.352876050336865	0.441182649709779
CD4	plt	1.05452183866613	0.83617684899618
CD8	plt	2.50484541819883	2.21287646097401
CLP	plt	0.565588686113154	0.543881995015874
CMP	plt	-1.2578910283521	0.0477964974458604
Ery	plt	0.67439996324389	0.602010427164937
GMP-A	plt	-1.35109354877462	0.0401636384855624
GMP-B	plt	-1.48462884840018	0.0309668662659325
GMP-C	plt	-1.17441644851815	0.0555736565509892
HSC	plt	-0.558710586539864	0.147629585950632
LMPP	plt	-1.54689793912129	0.0273084752773016
mDC	plt	-0.0676580014852953	0.278213235635283
Mega	plt	0.235075225304805	0.390325383197059
MEP	plt	-1.14269930856538	0.0587777270798452
Mono	plt	-0.0856497500092296	0.272355000030251
MPP	plt	-0.841117918447095	0.0969865309882147
NK	plt	1.88833746106518	1.53032035830871
pDC	plt	0.377669655461815	0.452424640583716
B	rbc	1.92779211157956	1.56959443445466
CD4	rbc	1.39881988152724	1.09187167052917
CD8	rbc	0.976156260642176	0.783851212839793
CLP	rbc	-0.500702509111114	0.160076104610335
CMP	rbc	-1.02884728809443	0.0714893006217122
Ery	rbc	0.60930954093278	0.566774947964751
GMP-A	rbc	-0.464202629431492	0.168290982008937
GMP-B	rbc	-0.450102731347372	0.171545174774878
GMP-C	rbc	-0.806710864352075	0.102327030757862
HSC	rbc	-0.123183413080633	0.260412570198365
LMPP	rbc	-0.0691350210179649	0.277729023298005
mDC	rbc	-0.609238844784427	0.137381546359209
Mega	rbc	-0.367128351697881	0.191628064031275
MEP	rbc	-1.10727269568688	0.0625262532202446
Mono	rbc	-0.077198949111695	0.275095791337873
MPP	rbc	-0.320396361744915	0.203657404319959
NK	rbc	0.749900452749304	0.644630229759264
pDC	rbc	-0.781267361205231	0.106417223673381
B	rdw_cv	-0.757970321261848	0.110269468414597
CD4	rdw_cv	-0.810556587016518	0.101719308285263
CD8	rdw_cv	-0.877731602025963	0.0915389458298011
CLP	rdw_cv	-0.547071516627228	0.150067844069595
CMP	rdw_cv	1.24154154093289	0.969793542730994
Ery	rdw_cv	-0.207743255409564	0.234864189135726
GMP-A	rdw_cv	2.50449065201079	2.21244089692239
GMP-B	rdw_cv	1.60583397552477	1.26635986231258
GMP-C	rdw_cv	1.55637377972459	1.2232289698631
HSC	rdw_cv	0.336877471172843	0.434028714633411
LMPP	rdw_cv	0.334809399245311	0.43310966948858
mDC	rdw_cv	-0.621560910194615	0.134964353982255
Mega	rdw_cv	-0.688659481564181	0.122351571640266
MEP	rdw_cv	0.261839254922844	0.401512963509159
Mono	rdw_cv	-0.499231340402544	0.160401428498984
MPP	rdw_cv	0.704948323636242	0.619027243224907
NK	rdw_cv	-0.603585668172445	0.138501177545815
pDC	rdw_cv	-0.694004933696311	0.121386045867364
B	ret	NA	NA
CD4	ret	NA	NA
CD8	ret	NA	NA
CLP	ret	NA	NA
CMP	ret	NA	NA
Ery	ret	NA	NA
GMP-A	ret	NA	NA
GMP-B	ret	NA	NA
GMP-C	ret	NA	NA
HSC	ret	NA	NA
LMPP	ret	NA	NA
mDC	ret	NA	NA
Mega	ret	NA	NA
MEP	ret	NA	NA
Mono	ret	NA	NA
MPP	ret	NA	NA
NK	ret	NA	NA
pDC	ret	NA	NA
B	wbc	1.38142699106552	1.07792956045211
CD4	wbc	0.242379230792163	0.393357316577993
CD8	wbc	0.115912198924981	0.343077073301832
CLP	wbc	-0.171484207217273	0.245591665192857
CMP	wbc	0.179202960871369	0.367654920659229
Ery	wbc	-0.790122847451966	0.104979895398443
GMP-A	wbc	1.71747730870825	1.36707729556539
GMP-B	wbc	3.08386489428748	2.9906970851683
GMP-C	wbc	2.70749085572603	2.4698391313945
HSC	wbc	-0.404404660354569	0.182406595135281
LMPP	wbc	-0.360982511926697	0.193180089912851
mDC	wbc	0.391756455273662	0.458896386618766
Mega	wbc	-0.536104115527334	0.152392363040398
MEP	wbc	-0.938698454831978	0.0829898756742585
Mono	wbc	1.16723232581417	0.9152154540996
MPP	wbc	-0.617146293312001	0.135826707222435
NK	wbc	-0.63890335716891	0.131615923629202
pDC	wbc	-0.300105155316394	0.20904559059679
